,0,1,2,3,4,5,6,7,8,9,10,11,12,13
43,-4.274018454496946,-2.54184443912137,-1.8855932731649503,-1.9658649513323032,-0.6485736816595515,2.0171301165611566,-2.054904561018582,0.36946318638320436,6.507432932849451,-1.6039806029758852,-1.4222310550504749,-2.1139315952601856,-1.682542278133391,-0.22517786415864838
44,1.2934804205136152,-1.0808203595186041,1.8763119256507963,-0.8168183098309638,0.1639740644790069,2.0171301165611566,-3.185738995555446,2.163128975573027,-0.7806842563953017,-0.9097933055872407,-1.495843606687478,-2.225136165696399,-0.5751334866731016,-0.19053511582654864
45,0.6270363172595644,-0.04890259090781979,2.018435270361648,-0.29743731624483044,-0.816200010220475,2.0171301165611566,-2.6116230518675,1.7626819690093298,-0.7165310719529907,0.26482641921178646,-0.3672469597475311,-2.7766042551891554,-1.0166105485035792,-0.15589236749444887
46,1.6577480049009272,-1.0838536275039397,2.2284061492868523,-0.8185053472569935,0.004179317370260102,1.5328860321719617,-1.522107567823329,1.8389001812511747,0.01828348468721674,-0.15389389103493248,-1.1698538118147304,-2.5668338666325585,-1.514387084128095,-0.12124961916234912
47,,,,,,,,,,,,,,-0.08660687083024937
48,-0.5868440136674595,-1.7640639732151926,-0.01833485020057125,-1.1002685152808291,-1.3279018537254648,-0.16196826319022067,0.20676430805514573,0.20897498734255515,0.8224718831820365,-0.9722244810043519,-0.710562340375633,0.3409856982396939,-1.539471008095736,-0.05196412249814963
49,-1.1913796721818908,-1.3411461236717217,-0.44298265630245215,-0.6637664082675729,-0.7800703160171911,-2.08470212767673,0.6058823437740393,1.8661608393914169,0.2814606317526938,-1.4354273769493904,-0.3472143179862542,0.11577272641972833,-1.3712611650186155,-0.017321374166049876
50,-0.23922812412430258,-1.7610996431386137,1.376925173153036,-2.2889910525879915,-2.6072814475396275,-0.09593497895533029,0.11186911075135304,0.8418623361388321,0.42827627867705353,-0.34865101124319225,-0.9540517045074789,0.7311657615018485,-1.2095794019758541,0.017321374166049876
51,-0.002153146682150109,-1.3683422353916235,0.5097034482891776,-1.3387558252808671,-1.8961147874265265,0.7937766402095059,-0.3151592771157145,0.694410874994165,-0.420502217124327,-1.1601324347416073,-0.6773372846073391,0.5739906625997304,-1.172453594253413,0.05196412249814963
52,-0.3115191573460125,-1.7387202209693042,0.16595983235936798,0.9053410649502324,-1.5067311520889872,0.38599214809228954,0.17929464567773218,2.1136743208660347,0.33141340547648157,0.5610125245111448,-0.8801286491585841,0.8761467739264204,-0.6396769167652767,0.08660687083024937
53,0.5093429822548177,-1.2761792138173078,0.37102758158134613,-0.06263982145017272,-1.1431569105990116,0.5513101854371074,0.39014286500706935,0.733781164560246,-0.20450689356786841,-0.27586514755600305,-0.8579903231927358,0.37261960071906514,-0.4202609711251456,0.12124961916234912
54,-0.023824146020701473,-1.2340896065422664,0.21103773532167105,-0.26389795180525827,-0.7918074033002176,-0.4895451438064405,-0.1002495655747719,1.461273365808172,-0.5921209077852644,-0.5226662752389523,-0.48147745880095816,0.9316832407694589,-0.6512049946533978,0.15589236749444887
55,0.0400973254881646,-1.1894950297517957,0.35506336617996714,-0.43467070760917426,-0.7947171223206736,0.6812843665219981,-0.24316981709214788,1.3808725855869428,-0.19338984939306628,0.6335536574364509,-0.671810542264547,0.5715119353964958,-0.5436103944838824,0.19053511582654864
56,0.2114401187085882,0.18575102043764766,0.27226297618789846,-0.2741943276091118,0.432801042979793,0.7774652605248173,0.18588736464831176,0.5209170018491955,-0.17465482920336886,-0.11244060569903426,0.292127785678866,0.2239061463659001,0.17671532771698456,0.22517786415864838
57,-0.6983343502812966,-0.2824433066890211,-0.43501948039244165,0.5054163546192715,-0.12110403384236924,0.8593971331938857,0.7646826232377892,-0.008958151858767034,-0.31255496214868994,0.8583315591718473,0.1463442058752107,0.632211308342163,-0.3601101180002986,0.2598206124907481
58,-0.427556549428168,0.8999036349047987,-0.27585699242129824,0.6856567922844744,0.056939207075602516,1.2721392175008568,0.4275781325505098,-0.7427798793253583,1.3834400716625055,3.400183299756189,0.881178702169939,0.7706979587818151,-0.5837091871748592,0.2944633608228479
59,0.498324272004356,-0.43713800044206524,0.630906720233029,-0.17781166634751208,-0.5174842192443161,-0.5411405179477982,-0.24622597341390245,0.8464306187575921,-0.3460781560337479,1.2654145738444016,1.0332080773715946,0.46303255910529595,-0.4072762847764361,0.32910610915494765
60,-0.9732466597241134,-0.09091138285016956,0.11729267199564554,1.141189719842702,-0.28066530286044356,0.3065536106668579,0.023752141826402763,0.16297576869342328,0.08794133376762897,0.9118377822590944,-0.6259274035076124,0.5805900643206108,-0.47639042089572237,0.3637488574870474
61,0.24837080463559738,0.1614532250629566,0.6094546768274574,0.11104901450915587,-0.5625025643697996,-0.3409280335079668,-0.03377438771925096,0.1845727291792811,0.2908427395804609,-0.13957047130906658,-0.07318418768181875,-0.5133553008371358,-0.6420239505868104,0.3983916058191471
62,0.2642546729018057,0.05385519530304532,1.100123787153188,0.8376691213772345,-0.7547103744663622,-0.0688444008076835,0.38073883644543277,-0.2873037083048305,-0.12577311366876628,-0.22497654109422136,-0.4233951570285488,-0.1593707236060143,-0.6500279377217842,0.4330343541512469
63,-0.04236450340022896,0.7035078660082015,0.8705981474337517,0.7447273385942088,-0.3218046730490945,-0.6222662115381918,0.7516295892774723,-0.6816634007347208,0.04755838106478574,1.4647945510331126,-0.6841470786600272,0.23469758398103208,-0.6488845109882168,0.46767710248334665
64,-0.4529476352787625,-0.2787851652544312,-0.2568352110184659,0.19484115670857102,-1.2894334531761835,0.51753553264623,-0.1467968302864049,-0.7751538218421358,0.42724377467628943,0.3789937677427179,-0.4898887202252765,0.9823687155821414,-0.7484732910086266,0.5023198508154464
65,0.38516523849972023,0.43956061124815815,0.08858652023862361,-0.7323383447408164,-0.6102705048661282,-0.7174247129307676,-0.7040435170469432,-0.7939030595417069,0.9198942037873428,0.4015400443464565,-0.5866260377839992,1.2900500894234983,-0.5913096119332795,0.5369625991475462
66,-0.23502802467755618,0.29794671084745517,-0.3577271015230932,-0.9642576359064469,-0.20798355286218148,0.01767067134125494,-0.21414180901812874,-0.7016274698098397,0.4256129442568565,-0.7491226723933981,0.5293764153869115,1.3959149469101213,-0.3715850857313859,0.5716053474796459
67,-0.9326912486170004,-0.1703663827231309,-1.1094787608830938,-0.43767367566290744,-0.9177427043380538,0.667494991037723,0.1293175825136632,-0.10071080249464007,0.3447603042827405,1.9754242523976928,-0.3253290483399751,0.956244668026804,-0.21104797233848452,0.6062480958117457
68,-0.5046768369619155,-1.1612626264896744,-0.6073168987214544,-0.9591723624426225,-1.9614499938755412,-0.016695037873461833,0.728687893226006,0.4223182395242287,0.25995929033311976,1.4999485514069109,-0.23024044094418677,0.7111107108390654,-0.007679384471806092,0.6408908441438455
69,0.2066026971333897,-0.9380902318479051,-0.2577382967876907,-0.1735804133698077,-1.3078759027250866,-0.4135852874316651,-0.06954817821178022,0.20650387924121097,-0.4159573012929264,-0.22908150820095055,-0.6153417700015296,0.6184074302291576,-0.5930583822316774,0.6755335924759451
70,-0.4197096148878714,-0.5865371385061124,-0.3237411144565533,-0.0644303320710748,-0.6165010558036145,0.05788968317039066,-0.41114522381380364,-0.4423028839782906,-0.4103608352821584,-0.5774979632610604,-0.6490320666672537,1.1113095324262796,-0.22069091352115064,0.7101763408080449
71,-0.6930330886249422,0.8865963947110723,-0.9260395083655952,-0.23166784119983366,-0.2883680482054647,0.51753553264623,1.4021376805432453,-1.0601200621494586,1.0476283637697343,0.17524513231377756,0.686474849016307,1.3530758252420843,0.4713786100413738,0.7448190891401446
72,0.7555234288434511,0.2146277316580377,0.0024343260783095716,-1.1338454257459412,-0.16584301085896108,0.7774652605248173,0.45728762893715885,-0.21517373201764914,-0.1758755921581728,1.9278711153960015,0.0870974576456977,0.7547761490230509,0.05898811122885715,0.7794618374722444
73,0.8437524750596064,-0.3442737802442857,0.20498968159521688,0.11429993638199791,-0.5371724025215859,-0.23858916261889074,1.072232531566319,-0.021894421250995822,0.1970871933006794,0.4464158806761188,-0.11866114912951485,0.3804732883714264,-0.09561070950267511,0.8141045858043442
74,1.2091502021137897,-0.23246883227911747,0.35185938273189443,-0.33617913405754496,-0.19976546691850625,0.4979329890656433,0.6877527100753504,-0.16352045592433362,-0.06342574746474121,-1.2437448584520885,-0.5501616159204682,0.46739938616528626,0.08896203414339225,0.8487473341364439
75,0.05758413988403991,0.14206244531397855,0.6560165407237718,-0.588480417872798,-0.34870247063618665,0.19409356356653995,0.012322188089530898,-0.33715838097314016,-0.3934141535553784,-0.44962588046991164,-0.5116460703271134,-0.9476920487652016,0.07672064205460931,0.8833900824685437
76,0.8283033563099261,-0.7278153719809028,0.34599257799666916,-1.673547939510644,-0.33031319515827684,-0.04897797683274224,0.9606539310797217,0.2807840086965794,0.05560418661010712,0.774472350566217,-0.8471491384898174,-0.11124263029167382,0.1983184701365233,0.9180328308006434
77,0.33157961067859487,0.8712254648616341,-0.22328605742209218,-0.6478516523045442,0.48741674692025144,-0.2971792737664244,-0.12536888250812914,-0.8100668652843813,-0.3472844224282696,0.29014957447336054,0.4552412248588329,0.4223470869101528,0.2625899423414414,0.9526755791327431
78,-0.5040762175045886,1.0578714735135883,-0.010745817434672867,-0.3571120677338775,0.6756848156995332,-0.10974586193256257,-0.13095095293776357,-0.9387730897626848,-0.5497231197150356,0.5217247843969968,-0.2780458677638687,0.23790964280313978,0.234109968910394,0.9873183274648429
79,-0.2979527453062394,1.201262908258569,0.28257955411193153,0.3654164715054006,0.4326405216377405,1.179518727347414,0.5876274648014492,-0.8723669555990647,-0.6148951325656342,1.1564714570696804,1.9141033976638788,-0.25973868130231753,0.647575984326133,1.0219610757969426
80,-0.06559300688443304,1.2554639897789637,-0.1930703704074019,0.7380520325223204,0.9086097245253916,0.10191755807804813,0.5996730744197258,-1.0814181602787076,0.14732856564237648,1.2149254559203675,0.894714213032228,0.4525585779823197,0.1857142245850759,1.0566038241290423
81,0.9718915225415922,0.9059701708754643,0.5735683360314776,0.2841175321223214,0.9135418368288204,0.013361491502419186,0.4767247831435219,-0.7678990860825939,-0.6381320907939678,-0.9012696211386458,-0.11170051914633436,-0.40528402153172943,0.5927586361421119,1.0912465724611422
82,-0.12660233606960203,1.0539153706762985,-0.5547452865085107,0.010565671415481207,1.0574822071620544,-0.3572279746374763,-0.04577936218881914,-0.9778032909308747,-0.41518471728494805,-0.49412578649093436,0.11244692088599142,0.27890153131702333,0.5562503814587678,1.1258893207932419
83,-0.0313977697498449,0.6361590139254295,-0.9639813459839386,0.8747874960748755,0.5226050849491145,0.507797905477952,0.36266356076852,-0.9473021770765369,-0.019634543189487715,-0.28244272005013155,-0.203573501634061,-0.021581472816962585,0.4513890006606539,1.1605320691253416
84,0.4295000902080982,1.0167197228981406,-1.059004828100409,-0.5691731990444636,0.9413386238817008,-1.0459952544588675,0.922892017940745,-1.2178453060230303,-0.23262500490681334,-1.045149382068243,0.0192054211903753,0.7657201694885472,0.44066820950484703,1.1951748174574415
85,-0.22101474490493642,0.3190603908767497,-0.4826125889477278,1.486631338149258,0.9692820967833176,0.1858070337802014,-0.4100544744195072,-0.3808420624924684,-0.3863824434286977,-0.8892597704352704,0.05107661718676694,0.2648474847182541,0.48984377818333963,1.2298175657895412
86,-1.0103280772086383,1.3601900149015835,-1.3313923735358864,0.27885694749697554,1.6524665019124087,-1.1804181232151147,-0.6631083338962876,-1.020323077020247,-0.5121594627863831,0.3352610956818538,0.028618834857775725,0.1617676988260625,0.6405741511236682,1.2644603141216408
87,-0.5227246400065582,0.8409369052698945,-0.4535759056024945,0.46736064102972574,1.2077014077190378,-0.3072414885069795,-0.14814372986103908,-0.7793139035860174,-0.33348458478541626,-0.20583358355877815,-0.32307942876532947,0.24543449225921488,0.586976839721065,1.2991030624537407
88,0.03896796923769469,0.6670286519076467,-0.6600123242877682,-0.1855492670920997,0.959239915132485,-0.19655712636087733,-0.6592847178877099,0.041246475392396294,-0.5931071561216401,-0.05619911347533507,1.3507780329895995,-0.15655203229637238,0.6095382826411175,1.3337458107858404
89,-0.5472808603806395,1.7078417844343994,0.08490566438310827,1.486700654063708,1.4834790153423356,-0.9628334796800428,0.08632040378494764,-1.4716943987212405,-0.3132208078363784,1.0881734979376234,1.057796671456898,-0.7389285116535219,0.714080155424447,1.36838855911794
90,-0.4039513306729999,1.6921932326741602,-0.7648447309593553,1.0246682566755156,1.3673895552583424,0.46754904651573315,-0.6631083338962876,-1.4177436236045353,-0.403582592069838,0.07330313852839632,0.25361679813824406,0.43001368913409754,0.9574013643276472,1.40303130745004
91,-0.44317015794036935,0.7302547407603295,-0.8710577305611827,1.4351624604575821,1.3231960343617049,-0.2616655746821134,0.05325737124018646,0.03955677623430658,-0.5312565532136517,-0.4553982512242444,1.1863425240118677,-0.39649727516396743,1.1679533082547204,1.4376740557821397
92,0.24025037311012923,0.4522418125571972,-0.06221309532503318,-0.7062954229512739,0.3607740053005049,-1.7018644515478605,0.8539495536670125,-0.0020605900675162046,-0.643679521254584,-0.9434350804380224,-0.2856532577751484,-0.7882446682006226,0.8491874582628031,1.4723168041142394
93,-0.6421050619807622,-0.2500082583354946,-0.4712945725911185,-0.15353422028501748,0.4270817270148196,-0.694636756018335,-0.47173635266697295,1.3181849995631831,0.009407586419027128,-0.3298432158995005,1.3567396278669661,0.05016430990907189,1.048075104299564,1.5069595524463393
94,-0.10228730948991624,1.076988708715276,-0.46326896705097753,1.9648840122619404,1.4177444023412595,0.7258125581899704,-0.8867898703980851,-1.0126076590532578,-0.7439329382677401,-0.2699885651821422,0.6516503809183263,-0.5777587950679696,1.0928810975877938,1.541602300778439
95,-0.013191558330250978,1.4930760409257597,-0.11788222765680581,2.635802381388337,1.4645552288475903,-1.426383372428674,0.26475581751857447,-0.8615283437242638,-0.7728693874101527,-0.7899502633457198,-0.582789676733774,-0.6602819726963787,1.4241481569699705,1.5762450491105386
96,-0.4213619163179577,-1.2024268305670167,-1.249636639984116,1.0994241614455667,0.599378511478021,-1.1524675267135738,-0.9794256582422642,0.7305600129587939,-0.1606151288024835,-0.39700864009547043,-0.3322193604159526,0.3533628644468712,1.5998200823999125,1.6108877974426383
97,0.0073083490162212765,-0.8801913484886258,-1.5935547337042757,-2.202839488234305,0.08503630053339466,-2.410244369282912,-1.657248496126498,0.7992055121371098,0.9093198370446519,-2.1798072863430065,2.140505748614102,0.06917285942847341,1.9698894022341982,1.6455305457747382
98,0.4242055032257209,0.7340849850398503,-0.8025261177478233,0.9352544754423634,1.600059553816684,-1.8568225585524032,0.03278977966485868,-1.4991310788252006,-0.7807203217957814,-1.6141320136128146,4.559273058558897,-1.4107531667569406,2.301156461616374,1.680173294106838
99,0.9623280710706094,0.5025455288259837,-0.4705933060876111,0.894914472561815,1.71998905072713,-1.8568225585524032,1.1201305821041512,-0.8747005003637572,0.15583662189758352,-0.21289896536208142,0.7437698475580523,-1.2739366751811316,2.2788596403118047,1.7148160424389376
